,Exclusion Code,D,G,Galaxy ID,m-M,err,D (Mpc),Method,REFCODE,SN ID,redshift (z),Hubble const.,Adopted LMC modulus,Date (Yr. - 1980),Notes
52110,,34893,8982,FGC 0295,34.05,,64.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
52111,,34894,8982,FGC 0295,34.06,,65.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
52112,,34895,8982,FGC 0295,34.06,,65.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
52113,,34896,8982,FGC 0295,34.12,,66.7,Tully-Fisher,2000BSAO...50....5K,,,,,20,
52455,,35136,9030,UGC 01924,30.63,,13.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
52456,,35137,9030,UGC 01924,30.67,,13.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
52457,,35138,9030,UGC 01924,30.67,,13.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
52458,,35139,9030,UGC 01924,30.77,,14.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
54016,,36169,9311,FGC 0310,34.47,,78.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
54017,,36170,9311,FGC 0310,34.47,,78.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
54018,,36171,9311,FGC 0310,34.5,,79.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
54019,,36172,9311,FGC 0310,34.54,,80.8,Tully-Fisher,2000BSAO...50....5K,,,,,20,
54939,,36900,9547,UGC 02140 NED02,30.38,,11.9,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
55342,,37231,9612,NGC 1047,28.33,,4.63,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
55635,,37444,9685,UGC 02172,29.84,,9.29,Tully-Fisher,2013AJ....145..101K,,,,,33,
55700,,37486,9701,FGC 0333,34.48,,78.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
55701,,37487,9701,FGC 0333,34.51,,80.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
55702,,37488,9701,FGC 0333,34.52,,80.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
55703,,37489,9701,FGC 0333,34.7,,87.1,Tully-Fisher,2000BSAO...50....5K,,,,,20,
56016,,37749,9805,UGC 02221,31.97,,24.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
56017,,37750,9805,UGC 02221,32.0,,25.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
56018,,37751,9805,UGC 02221,32.0,,25.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
56019,,37752,9805,UGC 02221,32.13,,26.6,Tully-Fisher,2000BSAO...50....5K,,,,,20,
56424,,38087,9898,KUG 0243+275,29.66,,8.55,Tully-Fisher,2013AJ....145..101K,,,,,33,
56510,,38158,9941,ESO 546- G 021,33.19,,43.4,Tully-Fisher,2000BSAO...50....5K,,,,,20,
56511,,38159,9941,ESO 546- G 021,33.22,,44.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
56512,,38160,9941,ESO 546- G 021,33.23,,44.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
56513,,38161,9941,ESO 546- G 021,33.24,,44.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
57088,,38625,10121,FGC 0349,35.16,,107.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
57089,,38626,10121,FGC 0349,35.16,,108.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
57090,,38627,10121,FGC 0349,35.17,,108.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
57712,,39157,10326,UGC 02396,33.72,,55.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
57713,,39158,10326,UGC 02396,33.74,,56.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
57714,,39159,10326,UGC 02396,33.74,,56.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
58848,,40147,10711,FGC 0382,33.66,,54.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
58849,,40148,10711,FGC 0382,33.67,,54.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
58850,,40149,10711,FGC 0382,33.68,,54.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
58851,,40150,10711,FGC 0382,33.7,,54.9,Tully-Fisher,2000BSAO...50....5K,,,,,20,
59516,,40706,10942,ESO 300- G 016,29.72,,8.79,Tully-Fisher,2013AJ....145..101K,,,,,33,
60022,,41135,11124,NGC 1253A,29.96,,9.82,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
60365,,41426,11246,FGC 0408,34.58,,82.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
60366,,41427,11246,FGC 0408,34.63,,84.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
60367,,41428,11246,FGC 0408,34.64,,84.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
60368,,41429,11246,FGC 0408,34.65,,85.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
60705,,41733,11324,NGC 1302,29.5,,7.94,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
60706,,41734,11324,NGC 1302,29.61,,8.36,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Mean of B mag and Diameter TF relation
60707,,41735,11324,NGC 1302,29.66,,8.55,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,B
61385,,42315,11509,ESO 548- G 009,34.82,,91.9,Tully-Fisher,2000BSAO...50....5K,,,,,20,
61400,,42327,11520,UGC 02719,35.01,,100.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
61401,,42328,11520,UGC 02719,35.02,,101.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
61402,,42329,11520,UGC 02719,35.04,,102.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
61403,,42330,11520,UGC 02719,35.07,,103.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
61565,,42479,11575,FGC 0425,35.21,,110.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
61566,,42480,11575,FGC 0425,35.51,,127.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
61567,,42481,11575,FGC 0425,35.52,,127.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
61568,,42482,11575,FGC 0425,35.52,,127.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
61906,,42767,11670,UGC 02750,35.09,,104.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
61907,,42768,11670,UGC 02750,35.1,,105.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
61908,,42769,11670,UGC 02750,35.1,,105.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
62958,,43553,11912,FGC 0434,34.32,,73.2,Tully-Fisher,2000BSAO...50....5K,,,,,20,
62959,,43554,11912,FGC 0434,34.34,,74.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
62960,,43555,11912,FGC 0434,34.35,,74.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
62961,,43556,11912,FGC 0434,34.35,,74.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
64323,,44736,12223,FGC 0442,34.84,,92.8,Tully-Fisher,2000BSAO...50....5K,,,,,20,
64324,,44737,12223,FGC 0442,35.06,,103.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
64325,,44738,12223,FGC 0442,35.06,,103.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
64326,,44739,12223,FGC 0442,35.06,,103.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
66333,,46558,12852,NGC 1511B,29.55,,8.14,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
66334,,46559,12852,NGC 1511B,29.62,,8.39,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
66335,,46560,12852,NGC 1511B,29.68,,8.63,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
66336,,46561,12852,NGC 1511B,29.76,,8.96,Tully-Fisher,2000BSAO...50....5K,,,,,20,
66666,,46887,12975,FGC 0467,34.62,,83.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
66667,,46888,12975,FGC 0467,34.62,,83.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
66668,,46889,12975,FGC 0467,34.63,,84.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
66669,,46890,12975,FGC 0467,34.69,,86.7,Tully-Fisher,2000BSAO...50....5K,,,,,20,
66734,,46955,12988,IC 2038,31.42,,19.2,Tully-Fisher,2013AJ....145..101K,,,,,33,
66883,,47104,13054,ESO 483- G 013,29.35,,7.41,Tully-Fisher,2013AJ....145..101K,,,,,33,
66988,R,47199,13082,ESO 084- G 009,33.71,,55.2,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,B
66989,R,47200,13082,ESO 084- G 009,34.12,,66.7,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,I
67127,,47336,13130,UGC 03005,33.75,,56.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
67128,,47337,13130,UGC 03005,33.76,,56.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
67129,,47338,13130,UGC 03005,33.78,,56.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
67130,,47339,13130,UGC 03005,33.83,,58.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
67432,,47633,13234,UGC 03027,35.66,,136.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
67433,,47634,13234,UGC 03027,35.66,,136.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
67434,,47635,13234,UGC 03027,35.66,,136.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
67536,,47737,13291,ESO 303- G 019,34.13,,67.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
67537,,47738,13291,ESO 303- G 019,34.15,,67.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
67538,,47739,13291,ESO 303- G 019,34.16,,67.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
67539,,47740,13291,ESO 303- G 019,34.22,,69.9,Tully-Fisher,2000BSAO...50....5K,,,,,20,
67656,,47857,13329,NGC 1592,29.8,,9.12,Tully-Fisher,2013AJ....145..101K,,,,,33,
67736,R,47937,13352,NGC 1569,24.25,,0.708,Tully-Fisher,2006sf2a.conf..365V,,,,,26,LEDA [April 2006]
67737,,47938,13352,NGC 1569,26.48,,1.98,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,B
67738,,47939,13352,NGC 1569,26.99,,2.5,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Mean of B mag and Diameter TF relation
67739,,47940,13352,NGC 1569,28.01,,4.0,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
68604,,48728,13576,FGC 0499,34.59,,82.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
68605,,48729,13576,FGC 0499,34.6,,83.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
68606,,48730,13576,FGC 0499,34.6,,83.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
68915,,49036,13662,IC 2095,33.04,,40.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
68916,,49037,13662,IC 2095,33.04,,40.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
68917,,49038,13662,IC 2095,33.05,,40.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
69067,,49191,13703,FGC 0511,33.65,,53.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
69068,,49192,13703,FGC 0511,33.67,,54.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
69069,,49193,13703,FGC 0511,33.67,,54.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
69070,,49194,13703,FGC 0511,33.68,,54.6,Tully-Fisher,2000BSAO...50....5K,,,,,20,
69112,,49237,13712,ESO 552- G 016,33.94,,61.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
69113,,49238,13712,ESO 552- G 016,33.96,,62.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
69114,,49239,13712,ESO 552- G 016,33.97,,62.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
69115,,49240,13712,ESO 552- G 016,34.03,,63.8,Tully-Fisher,2000BSAO...50....5K,,,,,20,
69327,,49445,13785,FGC 0516,33.49,,49.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
69328,,49446,13785,FGC 0516,33.49,,49.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
69329,,49447,13785,FGC 0516,33.5,,50.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
69330,,49448,13785,FGC 0516,33.58,,52.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
69380,,49498,13793,ESO 252-IG 001,29.29,,7.21,Tully-Fisher,2013AJ....145..101K,,,,,33,
69895,,49969,13938,FGC 0519,34.06,,64.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
69896,,49970,13938,FGC 0519,34.08,,65.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
69897,,49971,13938,FGC 0519,34.09,,65.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
69898,,49972,13938,FGC 0519,34.14,,67.2,Tully-Fisher,2000BSAO...50....5K,,,,,20,
70137,,50229,14016,NGC 1800,29.52,,8.02,Tully-Fisher,2013AJ....145..101K,,,,,33,
71139,,51199,14324,FGC 0524,34.65,,85.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
71140,,51200,14324,FGC 0524,34.65,,85.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
71141,,51201,14324,FGC 0524,34.66,,85.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
71142,,51202,14324,FGC 0524,34.79,,90.8,Tully-Fisher,2000BSAO...50....5K,,,,,20,
72157,R,52217,14329,LMC,19.42,,0.0766,Tully-Fisher,2006sf2a.conf..365V,,,,,26,LEDA [April 2006]
121422,,77144,14694,FGCE 0527,33.52,,50.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
121423,,77145,14694,FGCE 0527,33.55,,51.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
121424,,77146,14694,FGCE 0527,33.56,,51.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
121425,,77147,14694,FGCE 0527,33.61,,52.8,Tully-Fisher,2000BSAO...50....5K,,,,,20,
121978,,77694,14903,FGC 0547,34.02,,63.6,Tully-Fisher,2000BSAO...50....5K,,,,,20,
121979,,77695,14903,FGC 0547,34.62,,83.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
121980,,77696,14903,FGC 0547,34.62,,83.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
121981,,77697,14903,FGC 0547,34.64,,84.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
122166,,77881,14972,FGCE 0553,33.07,,41.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
122167,,77882,14972,FGCE 0553,33.1,,41.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
122168,,77883,14972,FGCE 0553,33.11,,42.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
122169,,77884,14972,FGCE 0553,33.15,,42.6,Tully-Fisher,2000BSAO...50....5K,,,,,20,
122184,,77899,14985,FGCE 0554,33.16,,42.9,Tully-Fisher,2000BSAO...50....5K,,,,,20,
122945,,78623,15263,ESO 489- G 033,33.73,,55.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
122946,,78624,15263,ESO 489- G 033,33.76,,56.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
122947,,78625,15263,ESO 489- G 033,33.77,,56.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
122948,,78626,15263,ESO 489- G 033,33.84,,58.6,Tully-Fisher,2000BSAO...50....5K,,,,,20,
123131,,78809,15329,WHI B0619-07,29.62,,8.39,Tully-Fisher,2013AJ....145..101K,,,,,33,
123365,,79038,15417,UGC 03469,34.31,,72.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
123366,,79039,15417,UGC 03469,34.32,,73.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
123367,,79040,15417,UGC 03469,34.33,,73.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
123368,,79041,15417,UGC 03469,34.38,,75.1,Tully-Fisher,2000BSAO...50....5K,,,,,20,
123535,,79208,15485,UGC 03485,32.01,,25.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
123536,,79209,15485,UGC 03485,32.15,,26.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
123537,,79210,15485,UGC 03485,32.16,,27.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
123538,,79211,15485,UGC 03485,32.2,,27.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
123631,,79293,15512,UGC 03501,30.95,,15.5,Tully-Fisher,2013AJ....145..101K,,,,,33,
124079,,79710,15626,kkh 038,31.43,,19.3,Tully-Fisher,2013AJ....145..101K,,,,,33,
124397,,80021,15746,FGCE 0632,34.27,,71.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
124398,,80022,15746,FGCE 0632,34.29,,72.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
124399,,80023,15746,FGCE 0632,34.31,,72.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
124400,,80024,15746,FGCE 0632,34.34,,73.9,Tully-Fisher,2000BSAO...50....5K,,,,,20,
124606,,80208,15814,UGC 03658,32.77,,35.8,Tully-Fisher,2015AstBu..70....1K,,,,,35,
124668,,80263,15841,ESO 558-PN?011,29.62,,8.39,Tully-Fisher,2013AJ....145..101K,,,,,33,
124674,,80269,15844,FGC 0598,34.17,,68.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
124675,,80270,15844,FGC 0598,34.18,,68.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
124676,,80271,15844,FGC 0598,34.19,,68.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
124677,,80272,15844,FGC 0598,34.21,,69.5,Tully-Fisher,2000BSAO...50....5K,,,,,20,
124687,,80282,15848,UGC 03657,33.07,,41.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
124688,,80283,15848,UGC 03657,33.1,,41.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
124689,,80284,15848,UGC 03657,33.12,,42.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
124690,,80285,15848,UGC 03657,33.18,,43.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
124837,,80432,15897,UGC 03718 NOTES01,35.65,,135.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
124838,,80433,15897,UGC 03718 NOTES01,35.66,,135.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
124839,,80434,15897,UGC 03718 NOTES01,35.67,,136.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
124840,,80435,15897,UGC 03718 NOTES01,35.67,,136.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
124967,,80555,15937,NGC 2350,32.51,,31.8,Tully-Fisher,2015AstBu..70....1K,,,,,35,
125454,,81002,16024,FGC 0623,34.11,,66.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
125455,,81003,16024,FGC 0623,34.13,,66.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
125456,,81004,16024,FGC 0623,34.14,,67.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
125457,,81005,16024,FGC 0623,34.19,,68.9,Tully-Fisher,2000BSAO...50....5K,,,,,20,
125458,,81006,16025,ESO 367- G 015,34.73,,88.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
125459,,81007,16025,ESO 367- G 015,34.74,,88.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
125460,,81008,16025,ESO 367- G 015,34.74,,88.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
125752,,81299,16158,UGC 03460A,34.1,,66.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
125753,,81300,16158,UGC 03460A,34.11,,66.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
125754,,81301,16158,UGC 03460A,34.13,,67.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
125755,,81302,16158,UGC 03460A,34.13,,67.1,Tully-Fisher,2000BSAO...50....5K,,,,,20,
126003,,81536,16292,AGC 171494,32.59,,33.0,Tully-Fisher,2015AstBu..70....1K,,,,,35,
126221,,81751,16400,2MASX J07300813-2201060,30.23,,11.1,Tully-Fisher,2000AJ....120.1876H,,,,,20,
126971,,82479,16798,LV J0737+4724,30.98,,15.7,Tully-Fisher,2013AJ....145..101K,,,,,33,
127010,,82518,16813,MCG +10-11-101,35.17,,108.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
127370,,82875,17077,FGC 0647,35.76,,142.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
127371,,82876,17077,FGC 0647,35.78,,143.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
127372,,82877,17077,FGC 0647,35.8,,145.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
127373,,82878,17077,FGC 0647,35.81,,145.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
127637,,83124,17266,CGCG 030-012,31.79,,22.8,Tully-Fisher,2015AstBu..70....1K,,,,,35,
127942,,83429,17467,FGC 0656,35.78,,143.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
127943,,83430,17467,FGC 0656,35.81,,145.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
127944,,83431,17467,FGC 0656,35.81,,145.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
127945,,83432,17467,FGC 0656,35.82,,146.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
128155,,83632,17639,NGC 2444,32.69,,34.5,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
128156,,83633,17639,NGC 2444,33.29,,45.5,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Mean of B mag and Diameter TF relation
128157,,83634,17639,NGC 2444,33.75,,56.2,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,B
128160,,83637,17642,NGC 2445,33.7,,55.0,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
128161,,83638,17642,NGC 2445,34.02,,63.7,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Mean of B mag and Diameter TF relation
128162,,83639,17642,NGC 2445,34.17,,68.2,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,B
129141,,84561,18341,FGC 0667,34.89,,95.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
129142,,84562,18341,FGC 0667,34.92,,96.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
129143,,84563,18341,FGC 0667,34.92,,96.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
129144,,84564,18341,FGC 0667,34.97,,98.7,Tully-Fisher,2000BSAO...50....5K,,,,,20,
129208,,84628,18394,UGC 04068,32.47,,31.2,Tully-Fisher,2000BSAO...50....5K,,,,,20,
129320,,84740,18494,AGC 174616,31.32,,18.4,Tully-Fisher,2015AstBu..70....1K,,,,,35,
129542,,84961,18671,FGC 0681,35.52,,127.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
129543,,84962,18671,FGC 0681,35.54,,128.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
129544,,84963,18671,FGC 0681,35.56,,130.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
129545,,84964,18671,FGC 0681,35.57,,130.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
129578,,84997,18699,UGC 04083,36.28,,180.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
129579,,84998,18699,UGC 04083,36.29,,181.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
129580,,84999,18699,UGC 04083,36.32,,184.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
129581,,85000,18699,UGC 04083,36.33,,185.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
129613,,85032,18727,UGC 04088,36.07,,164.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
129614,,85033,18727,UGC 04088,36.09,,165.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
129615,,85034,18727,UGC 04088,36.09,,166.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
129616,,85035,18727,UGC 04088,36.11,,167.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
129693,,85112,18799,FGC 0685,34.4,,75.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
