,Exclusion Code,D,G,Galaxy ID,m-M,err,D (Mpc),Method,REFCODE,SN ID,redshift (z),Hubble const.,Adopted LMC modulus,Date (Yr. - 1980),Notes
272016,,223637,119686,FGC 1899,34.87,,94.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
272017,,223638,119686,FGC 1899,34.88,,94.5,Tully-Fisher,2000BSAO...50....5K,,,,,20,
272018,,223639,119686,FGC 1899,34.88,,94.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
272019,,223640,119686,FGC 1899,34.89,,95.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
272340,,223961,119980,FGC 1906,35.09,,104.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
272341,,223962,119980,FGC 1906,35.11,,105.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
272342,,223963,119980,FGC 1906,35.12,,106.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
272343,,223964,119980,FGC 1906,35.13,,106.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
272577,,224198,120204,AGC 749348,32.51,,31.8,Tully-Fisher,2017AstBu..72..111K,,,,,37,Tully-Fisher baryon relation
272652,,224273,120273,AGC 727130,32.18,,27.3,Tully-Fisher,2017AstBu..72..111K,,,,,37,Tully-Fisher baryon relation
272759,,224380,120352,FGC 1909,36.49,,198.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
272947,,224563,120523,AGC 733735,32.92,,38.4,Tully-Fisher,2017AstBu..72..111K,,,,,37,
272974,,224590,120550,AGC 252522,32.47,,31.2,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
273724,,225333,121210,FGC 1917,35.47,,124.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
273725,,225334,121210,FGC 1917,35.49,,125.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
273726,,225335,121210,FGC 1917,35.51,,126.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
273727,,225336,121210,FGC 1917,35.52,,127.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
273740,,225349,121219,UGC 09902,32.66,,34.0,Tully-Fisher,2017AstBu..72..111K,,,,,37,Tully-Fisher baryon relation
273857,,225466,121321,SDSS J153507.89+122013.4,31.58,,20.7,Tully-Fisher,2017AstBu..72..111K,,,,,37,
274294,,225904,121701,FGC 1926,34.79,,90.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
274295,,225905,121701,FGC 1926,34.81,,91.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
274296,,225906,121701,FGC 1926,34.81,,91.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
274297,,225907,121701,FGC 1926,34.85,,93.4,Tully-Fisher,2000BSAO...50....5K,,,,,20,
274321,,225931,121725,LSBC F583-02,32.0,,25.1,Tully-Fisher,2017AstBu..72..111K,,,,,37,Tully-Fisher baryon relation
274725,,226335,122059,AGC 257929,32.16,,27.0,Tully-Fisher,2017AstBu..72..111K,,,,,37,
274755,,226365,122077,NGC 5974,31.76,,22.5,Tully-Fisher,2017AstBu..72..111K,,,,,37,
274829,,226439,122141,FGC 1931,34.92,,96.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
274830,,226440,122141,FGC 1931,34.93,,97.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
274831,,226441,122141,FGC 1931,34.96,,98.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
274832,,226442,122141,FGC 1931,35.19,,109.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
274971,,226581,122236,FGC 1932,35.12,,106.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
274972,,226582,122236,FGC 1932,35.15,,107.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
274973,,226583,122236,FGC 1932,35.17,,108.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
274974,,226584,122236,FGC 1932,35.33,,116.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
275399,,227006,122613,MCG +08-29-002,35.74,,141.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
275400,,227007,122613,MCG +08-29-002,35.76,,142.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
275401,,227008,122613,MCG +08-29-002,35.78,,143.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
275402,,227009,122613,MCG +08-29-002,35.79,,144.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
275451,,227058,122657,SDSS J154157.11+043444.9,32.16,,27.0,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
275683,,227290,122838,FGC 1939,35.45,,123.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
275684,,227291,122838,FGC 1939,35.53,,128.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
275685,,227292,122838,FGC 1939,35.55,,129.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
275686,,227293,122838,FGC 1939,35.57,,130.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
275891,,227498,123025,UGC 10004,34.81,,91.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
275892,,227499,123025,UGC 10004,34.82,,92.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
275893,,227500,123025,UGC 10004,34.84,,92.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
275894,,227501,123025,UGC 10004,34.87,,94.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
276120,,227727,123229,ESO 099- G 008,33.01,,39.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
276121,,227728,123229,ESO 099- G 008,33.01,,39.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
276122,,227729,123229,ESO 099- G 008,33.01,,40.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
276238,R,227845,123327,CGCG 136-071,36.32,,184.0,Tully-Fisher,2005Ap&SS.298..577R,,,,,25,"B, Hubble-type-TF"
276407,,228014,123476,UGC 10027,33.7,,55.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
276408,,228015,123476,UGC 10027,33.73,,55.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
276409,,228016,123476,UGC 10027,33.73,,55.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
276443,,228050,123507,FGCE 1224,34.91,,95.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
276444,,228051,123507,FGCE 1224,34.91,,95.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
276445,,228052,123507,FGCE 1224,34.92,,96.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
276446,,228053,123507,FGCE 1224,34.98,,99.2,Tully-Fisher,2000BSAO...50....5K,,,,,20,
276592,,228191,123624,ESO 450- G 014,32.07,,25.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
276593,,228192,123624,ESO 450- G 014,32.1,,26.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
276594,,228193,123624,ESO 450- G 014,32.12,,26.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
276670,,228269,123700,SDSS J154739.32+161658.2,33.06,,40.9,Tully-Fisher,2017AstBu..72..111K,,,,,37,Tully-Fisher baryon relation
276929,,228528,123904,UGC 10044,33.83,,58.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
276930,,228529,123904,UGC 10044,33.85,,58.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
276931,,228530,123904,UGC 10044,33.86,,59.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
276932,,228531,123904,UGC 10044,33.91,,60.6,Tully-Fisher,2000BSAO...50....5K,,,,,20,
276957,,228556,123923,SDSS J154902.43+164248.5,31.97,,24.8,Tully-Fisher,2017AstBu..72..111K,,,,,37,Tully-Fisher baryon relation
277019,,228618,123976,FGC 1959,36.5,,200.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
277142,,228741,124077,AGC 258343,32.2,,27.5,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
277340,,228939,124257,FGC 1962,36.52,,202.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
277341,,228940,124257,FGC 1962,36.53,,202.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
277342,,228941,124257,FGC 1962,36.55,,204.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
277343,,228942,124257,FGC 1962,36.59,,208.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
277374,,228973,124284,UGC 10061,31.77,,22.6,Tully-Fisher,2017AstBu..72..111K,,,,,37,Tully-Fisher baryon relation
277875,,229454,124684,FGC 1966,35.4,,120.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
277876,,229455,124684,FGC 1966,35.42,,121.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
277877,,229456,124684,FGC 1966,35.43,,122.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
277878,,229457,124684,FGC 1966,35.45,,123.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
278507,,230083,125198,SDSS J155636.84+061138.6,32.54,,32.2,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
278510,,230086,125201,AGC 258349,32.35,,29.5,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
278712,,230289,125390,LSBC D584-04,32.72,,35.0,Tully-Fisher,2017AstBu..72..111K,,,,,37,Tully-Fisher baryon relation
279142,,230718,125760,NGC 6027,33.36,,47.0,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,B
279143,,230719,125760,NGC 6027,33.9,,60.3,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Mean of B mag and Diameter TF relation
279144,,230720,125760,NGC 6027,34.98,,99.1,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
279274,,230850,125874,SDSS J155955.46+065302.7,32.21,,27.7,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
280102,,231657,126503,FGC 1988,35.78,,143.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
280250,,231809,126630,UGC 10171,35.89,,151.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
280251,,231810,126630,UGC 10171,35.9,,152.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
280252,,231811,126630,UGC 10171,35.92,,153.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
280253,,231812,126630,UGC 10171,35.93,,153.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
280386,,231946,126741,UGC 10175,31.27,,17.9,Tully-Fisher,2017AstBu..72..111K,,,,,37,
280738,,232307,126985,HIPASS J1605-04,32.71,,34.9,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
280754,,232323,126999,FGC 1986,34.22,,69.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
280755,,232324,126999,FGC 1986,34.23,,70.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
280756,,232325,126999,FGC 1986,34.25,,70.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
280757,,232326,126999,FGC 1986,34.29,,72.1,Tully-Fisher,2000BSAO...50....5K,,,,,20,
280875,,232445,127070,CGCG 079-046,32.89,,37.8,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
281019,,232590,127181,CGCG 051-043,31.55,,20.4,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
281448,N,233009,127521,AGC 268354,31.31,,18.3,Tully-Fisher,2017AstBu..72..111K,,,,,37,Tully-Fisher baryon relation
281785,,233337,127772,FGC 1997,34.11,,66.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
281786,,233338,127772,FGC 1997,34.13,,67.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
281787,,233339,127772,FGC 1997,34.15,,67.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
281788,,233340,127772,FGC 1997,34.2,,69.1,Tully-Fisher,2000BSAO...50....5K,,,,,20,
282313,,233873,128236,AGC 268216,31.86,,23.5,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
282549,,234100,128413,UGC 10281,31.66,,21.5,Tully-Fisher,2017AstBu..72..111K,,,,,37,Tully-Fisher baryon relation
282609,,234161,128472,FGC 2005,36.3,,182.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
282610,,234162,128472,FGC 2005,36.31,,183.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
282611,,234163,128472,FGC 2005,36.34,,185.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
282612,,234164,128472,FGC 2005,36.37,,188.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
283277,,234812,128962,AGC 261941,32.86,,37.3,Tully-Fisher,2017AstBu..72..111K,,,,,37,Tully-Fisher baryon relation
283763,,235299,129362,FGC 2022,35.35,,117.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
283764,,235300,129362,FGC 2022,35.36,,118.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
283765,,235301,129362,FGC 2022,35.38,,119.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
283766,,235302,129362,FGC 2022,35.4,,120.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
283791,,235327,129387,CGCG 024-001,32.38,,29.9,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
283938,,235474,129522,FGC 2025,35.81,,145.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
283939,,235475,129522,FGC 2025,35.84,,147.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
283940,,235476,129522,FGC 2025,35.84,,147.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
283941,,235477,129522,FGC 2025,35.86,,149.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
284092,,235628,129658,FGC 2028,34.19,,68.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
284093,,235629,129658,FGC 2028,34.2,,69.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
284094,,235630,129658,FGC 2028,34.21,,69.4,Tully-Fisher,2000BSAO...50....5K,,,,,20,
284095,,235631,129658,FGC 2028,34.21,,69.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
284231,,235767,129787,NGC 6143,36.2,,174.0,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
284285,,235821,129809,UGC 10369,33.07,,41.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
284286,,235822,129809,UGC 10369,33.09,,41.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
284287,,235823,129809,UGC 10369,33.11,,41.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
284288,,235824,129809,UGC 10369,33.18,,43.2,Tully-Fisher,2000BSAO...50....5K,,,,,20,
284642,,236177,130145,FGC 2034,35.05,,102.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
284643,,236178,130145,FGC 2034,35.06,,103.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
284644,,236179,130145,FGC 2034,35.08,,104.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
284645,,236180,130145,FGC 2034,35.09,,104.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
284733,,236268,130227,FGC 2032,34.32,,73.1,Tully-Fisher,2000BSAO...50....5K,,,,,20,
285212,,236746,130655,FGC 2036,34.44,,77.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
285213,,236747,130655,FGC 2036,34.46,,78.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
285214,,236748,130655,FGC 2036,34.47,,78.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
285215,,236749,130655,FGC 2036,34.53,,80.6,Tully-Fisher,2000BSAO...50....5K,,,,,20,
286001,,237534,131229,ADBS J163130+2005,32.9,,38.0,Tully-Fisher,2017AstBu..72..111K,,,,,37,Tully-Fisher baryon relation
286175,,237712,131358,UGC 10452,34.91,,96.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
286176,,237713,131358,UGC 10452,34.93,,96.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
286177,,237714,131358,UGC 10452,34.94,,97.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
286178,,237715,131358,UGC 10452,34.97,,98.8,Tully-Fisher,2000BSAO...50....5K,,,,,20,
286510,,238043,131629,FGC 2047,36.12,,167.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
286511,,238044,131629,FGC 2047,36.14,,169.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
286512,,238045,131629,FGC 2047,36.15,,170.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
286513,,238046,131629,FGC 2047,36.17,,172.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
286929,,238460,131981,UGC 10477,31.35,,18.6,Tully-Fisher,2017AstBu..72..111K,,,,,37,
286959,,238490,132011,ESO 101- G 003,34.85,,93.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
286960,,238491,132011,ESO 101- G 003,34.86,,93.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
286961,,238492,132011,ESO 101- G 003,34.89,,94.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
287365,,238894,132379,FGC 2065,35.85,,148.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
287366,,238895,132379,FGC 2065,35.87,,149.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
287367,,238896,132379,FGC 2065,35.88,,150.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
287368,,238897,132379,FGC 2065,35.9,,151.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
287397,,238926,132408,CGCG 080-057,34.48,,78.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
287398,,238927,132408,CGCG 080-057,34.5,,79.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
287399,,238928,132408,CGCG 080-057,34.51,,79.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
287400,,238929,132408,CGCG 080-057,34.56,,81.6,Tully-Fisher,2000BSAO...50....5K,,,,,20,
287485,,239014,132472,FGC 2059,34.42,,76.7,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
287486,,239015,132472,FGC 2059,34.45,,77.6,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
287487,,239016,132472,FGC 2059,34.47,,78.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
287488,,239017,132472,FGC 2059,34.7,,87.3,Tully-Fisher,2000BSAO...50....5K,,,,,20,
287733,,239252,132669,ESO 179- G 012,34.38,,75.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
287734,,239253,132669,ESO 179- G 012,34.4,,75.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
287735,,239254,132669,ESO 179- G 012,34.4,,75.8,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
287738,,239257,132672,UGC 10534,34.83,,92.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
287739,,239258,132672,UGC 10534,34.84,,93.1,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
287740,,239259,132672,UGC 10534,34.87,,94.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
287741,,239260,132672,UGC 10534,34.9,,95.7,Tully-Fisher,2000BSAO...50....5K,,,,,20,
287908,,239427,132819,FGC 2067,35.11,,105.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
287909,,239428,132819,FGC 2067,35.12,,106.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
287910,,239429,132819,FGC 2067,35.14,,107.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
287911,,239430,132819,FGC 2067,35.16,,108.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
288006,,239525,132890,FGC 2071,35.87,,149.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
288007,,239526,132890,FGC 2071,35.89,,151.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
288008,,239527,132890,FGC 2071,35.9,,151.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
288009,,239528,132890,FGC 2071,35.92,,153.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
288233,,239746,133064,UGC 10554,32.53,,32.0,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
288428,,239928,133219,UGC 10569,35.51,,126.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
288429,,239929,133219,UGC 10569,35.51,,126.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
288430,,239930,133219,UGC 10569,35.51,,127.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
288431,,239931,133219,UGC 10569,35.61,,133.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
288464,,239964,133240,NGC 6246A,33.2,,43.7,Tully-Fisher,1985A&AS...59...43B,,,103.0,,5,Diameter
288489,,239989,133265,FGC 2074,35.11,,105.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
288490,,239990,133265,FGC 2074,35.13,,106.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
288491,,239991,133265,FGC 2074,35.14,,107.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
288492,,239992,133265,FGC 2074,35.17,,108.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
288541,,240036,133300,FGC 2075,35.13,,106.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
288544,,240039,133303,MCG +08-31-009,35.39,,120.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
288545,,240040,133303,MCG +08-31-009,35.41,,121.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
288546,,240041,133303,MCG +08-31-009,35.43,,122.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
288547,,240042,133303,MCG +08-31-009,35.43,,122.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
289077,,240564,133734,UGC 10616,33.6,,52.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
289078,,240565,133734,UGC 10616,33.62,,52.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
289079,,240566,133734,UGC 10616,33.63,,53.3,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
289080,,240567,133734,UGC 10616,33.7,,55.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
289222,,240708,133866,FGC 2092,35.77,,143.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
289223,,240709,133866,FGC 2092,35.8,,145.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
289224,,240710,133866,FGC 2092,35.81,,145.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
289225,,240711,133866,FGC 2092,35.82,,146.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
289226,,240712,133867,HIPASS J1656+08,32.44,,30.7,Tully-Fisher,2014Ap.....57..457K,,,72.0,,34,
289263,,240749,133901,FGC 2098,34.59,,82.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
289264,,240750,133901,FGC 2098,34.62,,84.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
289265,,240751,133901,FGC 2098,34.63,,84.4,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
289266,,240752,133901,FGC 2098,34.67,,86.0,Tully-Fisher,2000BSAO...50....5K,,,,,20,
289425,,240911,134028,IC 1236,32.9,,38.0,Tully-Fisher,1984A&AS...56..381B,,,103.0,,4,Diameter
289602,,241091,134189,UGC 10669,30.13,,10.6,Tully-Fisher,2013AJ....145..101K,,,,,33,
289930,,241414,134463,FGC 2102,34.68,,86.2,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
289931,,241415,134463,FGC 2102,34.7,,86.9,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
289932,,241416,134463,FGC 2102,34.71,,87.5,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
289933,,241417,134463,FGC 2102,34.73,,88.5,Tully-Fisher,2000BSAO...50....5K,,,,,20,
290848,,242293,135127,HIPASS J1712+13,31.85,,23.4,Tully-Fisher,2017AstBu..72..111K,,,,,37,Tully-Fisher baryon relation
290979,,242424,135238,ESO 101- G 022,35.18,,109.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
290980,,242425,135238,ESO 101- G 022,35.2,,109.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
290981,,242426,135238,ESO 101- G 022,35.2,,109.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
291034,,242479,135284,FGC 2122,35.49,,125.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole + Octopole
291035,,242480,135284,FGC 2122,35.51,,127.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole + Quadrupole
291036,,242481,135284,FGC 2122,35.52,,127.0,Tully-Fisher,2010Ap&SS.325..163P,,,,,30,Dipole
